time	V(a1)	V(g)	V(l) Step Information: A=10µ  (Step: 1/3)
1.942260226647042e-02	-2.908887e+00	-4.483687e-01	-4.466886e-01
1.942273422236159e-02	-4.440040e+00	-4.073931e-01	-4.045139e-01
1.942287282206567e-02	-6.618261e+00	-3.451155e-01	-3.407995e-01
1.942297958630337e-02	-8.575100e+00	-2.882620e-01	-2.831070e-01
1.942310054675041e-02	-1.080665e+01	-2.233802e-01	-2.178977e-01
1.942322693461355e-02	-1.287515e+01	-1.638156e-01	-1.587451e-01
1.942333371527614e-02	-1.429303e+01	-1.235611e-01	-1.192401e-01
1.942343263130779e-02	-1.528978e+01	-9.461886e-02	-9.108201e-02
1.942355429157006e-02	-1.618264e+01	-6.840088e-02	-6.576522e-02
1.942368430930599e-02	-1.684509e+01	-4.909219e-02	-4.722507e-02
1.942383782809522e-02	-1.737959e+01	-3.423307e-02	-3.300738e-02
1.942392033096185e-02	-1.758089e+01	-2.863674e-02	-2.764101e-02
1.942402675570419e-02	-1.776760e+01	-2.308888e-02	-2.231886e-02
1.942412406453320e-02	-1.789821e+01	-1.925681e-02	-1.863725e-02
1.942422961079154e-02	-1.800529e+01	-1.607353e-02	-1.557412e-02
1.942433422905267e-02	-1.808599e+01	-1.365828e-02	-1.324555e-02
1.942445244400346e-02	-1.815487e+01	-1.157268e-02	-1.123074e-02
1.942457340632017e-02	-1.820788e+01	-9.953784e-03	-9.663124e-03
1.942470704450052e-02	-1.825142e+01	-8.598258e-03	-8.347576e-03
1.942484683815745e-02	-1.828500e+01	-7.528715e-03	-7.307151e-03
1.942500041647659e-02	-1.831184e+01	-6.643846e-03	-6.444503e-03
1.942515937835424e-02	-1.833173e+01	-5.954701e-03	-5.771230e-03
1.942533777380587e-02	-1.834735e+01	-5.373860e-03	-5.202722e-03
1.942551665337312e-02	-1.835795e+01	-4.936003e-03	-4.773366e-03
1.942572553996621e-02	-1.836579e+01	-4.552531e-03	-4.396811e-03
1.942594346601400e-02	-1.837042e+01	-4.255563e-03	-4.104753e-03
1.942618587087646e-02	-1.837251e+01	-4.010813e-03	-3.863774e-03
1.942645247715324e-02	-1.837230e+01	-3.813718e-03	-3.669512e-03
1.942674182351268e-02	-1.837000e+01	-3.658459e-03	-3.516356e-03
1.942707553420693e-02	-1.836553e+01	-3.529417e-03	-3.388917e-03
1.942742616675000e-02	-1.835942e+01	-3.436712e-03	-3.297510e-03
1.942780032484503e-02	-1.835182e+01	-3.366557e-03	-3.228151e-03
1.942857836438371e-02	-1.833391e+01	-3.280422e-03	-3.143159e-03
1.942982095953120e-02	-1.830245e+01	-3.220477e-03	-3.084163e-03
1.943260146777533e-02	-1.822845e+01	-3.185156e-03	-3.049955e-03
1.946966640361419e-02	-1.722329e+01	-3.003268e-03	-2.879998e-03
1.950166996867684e-02	-1.634277e+01	-2.845621e-03	-2.732469e-03
1.954006758603209e-02	-1.527185e+01	-2.654294e-03	-2.553067e-03
1.958006758603209e-02	-1.414061e+01	-2.452542e-03	-2.363493e-03
1.962006758603209e-02	-1.299326e+01	-2.248381e-03	-2.171260e-03
1.966006758603209e-02	-1.183030e+01	-2.041891e-03	-1.976453e-03
1.970006758603209e-02	-1.065222e+01	-1.833154e-03	-1.779155e-03
1.976006758603208e-02	-8.857844e+00	-1.515993e-03	-1.478698e-03
1.980006758603208e-02	-7.644122e+00	-1.301977e-03	-1.275524e-03
1.984006758603208e-02	-6.416984e+00	-1.085982e-03	-1.070139e-03
1.986006758603208e-02	-5.798532e+00	-9.772766e-04	-9.666564e-04
1.988006758603208e-02	-5.176906e+00	-8.680843e-04	-8.626227e-04
1.990006758603208e-02	-4.552161e+00	-7.584557e-04	-7.581036e-04
1.992006758603208e-02	-3.924357e+00	-6.483585e-04	-6.530528e-04
1.996006758603208e-02	-2.659806e+00	-4.268782e-04	-4.415065e-04
1.998006758603207e-02	-2.023175e+00	-3.155133e-04	-3.350301e-04
2.000000000000000e-02	-1.386571e+00	-2.040946e-04	-2.284226e-04
