time	V(b1)	V(b2)	V(e)	V(rpot)	I(R3)	I(R4)	Ix(U1:B2)	Ix(U1:E)
1.036094813155095e-02	7.049997e-02	1.967954e+01	2.058714e+00	4.144379e+04	3.204544e-03	3.204544e-03	3.204544e-03	-3.085179e-11
1.047596934051094e-02	7.045323e-02	1.967976e+01	2.968585e+00	4.190388e+04	3.202420e-03	3.202420e-03	3.202420e-03	-2.994742e-11
1.059099054947094e-02	7.041754e-02	1.967992e+01	3.832420e+00	4.236396e+04	3.200797e-03	3.200797e-03	3.200797e-03	-2.908779e-11
1.070601175843094e-02	7.039289e-02	1.968003e+01	4.650217e+00	4.282405e+04	3.199677e-03	3.199677e-03	3.199677e-03	-2.827289e-11
1.082103296739093e-02	7.037928e-02	1.968009e+01	5.421978e+00	4.328413e+04	3.199058e-03	3.199058e-03	3.199058e-03	-2.750273e-11
1.093605417635093e-02	7.037672e-02	1.968011e+01	6.147701e+00	4.374422e+04	3.198942e-03	3.198942e-03	3.198942e-03	-2.677731e-11
1.105107538531093e-02	7.038520e-02	1.968007e+01	6.827387e+00	4.420430e+04	3.199327e-03	3.199327e-03	3.199327e-03	-2.609663e-11
1.116609659427092e-02	7.040472e-02	1.967998e+01	7.461036e+00	4.466439e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.546069e-11
1.136609659427093e-02	7.040472e-02	1.967998e+01	8.488722e+00	4.546439e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.443302e-11
1.156609659427094e-02	7.040472e-02	1.967998e+01	9.417870e+00	4.626439e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.350388e-11
1.176609659427094e-02	7.040472e-02	1.967998e+01	1.025926e+01	4.706439e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.266250e-11
1.196609659427095e-02	7.040472e-02	1.967998e+01	1.102235e+01	4.786439e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.186894e-11
1.206609659427095e-02	7.040477e-02	1.967998e+01	1.137719e+01	4.826439e+04	3.200217e-03	3.200217e-03	3.200217e-03	2.180863e-11
1.216609659427095e-02	7.048953e-02	1.967960e+01	1.171542e+01	4.866439e+04	3.203968e-03	3.204070e-03	3.203968e-03	1.019449e-07
1.226609659427096e-02	7.074904e-02	1.967846e+01	1.204153e+01	4.906439e+04	3.215450e-03	3.215866e-03	3.215450e-03	4.154794e-07
1.226629190677096e-02	7.075920e-02	1.967841e+01	1.204215e+01	4.906517e+04	3.215898e-03	3.216327e-03	3.215898e-03	4.297268e-07
1.226668253177096e-02	7.080849e-02	1.967819e+01	1.204338e+01	4.906673e+04	3.218069e-03	3.218568e-03	3.218069e-03	4.983441e-07
1.226678018802096e-02	7.082921e-02	1.967810e+01	1.204369e+01	4.906712e+04	3.218982e-03	3.219509e-03	3.218982e-03	5.271627e-07
1.226680460208346e-02	7.083640e-02	1.967807e+01	1.204376e+01	4.906722e+04	3.219299e-03	3.219836e-03	3.219299e-03	5.374499e-07
1.226685343020846e-02	7.085489e-02	1.967799e+01	1.204392e+01	4.906741e+04	3.220112e-03	3.220677e-03	3.220112e-03	5.652525e-07
1.226695108645846e-02	7.090337e-02	1.967778e+01	1.204422e+01	4.906780e+04	3.222239e-03	3.222880e-03	3.222239e-03	6.410178e-07
1.226697550052096e-02	7.092138e-02	1.967770e+01	1.204430e+01	4.906790e+04	3.223028e-03	3.223699e-03	3.223028e-03	6.715230e-07
1.226702432864596e-02	7.097046e-02	1.967748e+01	1.204445e+01	4.906810e+04	3.225171e-03	3.225930e-03	3.225171e-03	7.596486e-07
1.226703653567721e-02	7.098706e-02	1.967741e+01	1.204449e+01	4.906814e+04	3.225893e-03	3.226684e-03	3.225893e-03	7.918732e-07
1.226706094973970e-02	7.102939e-02	1.967723e+01	1.204457e+01	4.906824e+04	3.227730e-03	3.228609e-03	3.227730e-03	8.789318e-07
1.226706705325532e-02	7.104243e-02	1.967717e+01	1.204459e+01	4.906827e+04	3.228294e-03	3.229202e-03	3.228294e-03	9.075603e-07
1.226707926028657e-02	7.107872e-02	1.967702e+01	1.204462e+01	4.906832e+04	3.229854e-03	3.230851e-03	3.229854e-03	9.966459e-07
1.226710367434906e-02	7.117609e-02	1.967660e+01	1.204470e+01	4.906841e+04	3.234017e-03	3.235277e-03	3.234017e-03	1.259855e-06
1.226710977786469e-02	7.121383e-02	1.967644e+01	1.204472e+01	4.906844e+04	3.235611e-03	3.236992e-03	3.235611e-03	1.382190e-06
1.226712198489593e-02	7.132000e-02	1.967599e+01	1.204476e+01	4.906849e+04	3.240048e-03	3.241818e-03	3.240048e-03	1.770826e-06
1.226712503665375e-02	7.135770e-02	1.967584e+01	1.204477e+01	4.906850e+04	3.241597e-03	3.243532e-03	3.241597e-03	1.935203e-06
1.226713114016938e-02	7.145779e-02	1.967543e+01	1.204479e+01	4.906852e+04	3.245655e-03	3.248082e-03	3.245655e-03	2.425636e-06
1.226713266604829e-02	7.149050e-02	1.967530e+01	1.204479e+01	4.906853e+04	3.246957e-03	3.249569e-03	3.246957e-03	2.610570e-06
1.226713571780610e-02	7.160800e-02	1.967486e+01	1.204480e+01	4.906854e+04	3.251355e-03	3.254909e-03	3.251355e-03	3.554387e-06
1.226714182132173e-02	7.206557e-02	1.967330e+01	1.204482e+01	4.906857e+04	3.266996e-03	3.275708e-03	3.266996e-03	8.713592e-06
1.226714334720064e-02	7.233388e-02	1.967250e+01	1.204482e+01	4.906857e+04	3.275018e-03	3.287903e-03	3.275018e-03	1.288711e-05
1.226714372867037e-02	7.247061e-02	1.967216e+01	1.204482e+01	4.906857e+04	3.278414e-03	3.294119e-03	3.278414e-03	1.570656e-05
1.226714449160982e-02	7.288390e-02	1.967127e+01	1.204483e+01	4.906858e+04	3.287300e-03	3.312904e-03	3.287300e-03	2.560486e-05
1.226714468234467e-02	7.307936e-02	1.967094e+01	1.204483e+01	4.906858e+04	3.290588e-03	3.321789e-03	3.290588e-03	3.120201e-05
1.226714506381441e-02	7.372637e-02	1.967003e+01	1.204483e+01	4.906858e+04	3.299722e-03	3.351199e-03	3.299722e-03	5.148390e-05
1.226714515918184e-02	7.404730e-02	1.966970e+01	1.204483e+01	4.906858e+04	3.303035e-03	3.365786e-03	3.303035e-03	6.275985e-05
1.226714534991670e-02	7.512854e-02	1.966880e+01	1.204483e+01	4.906858e+04	3.312040e-03	3.414934e-03	3.312040e-03	1.029037e-04
1.226714539760042e-02	7.564710e-02	1.966849e+01	1.204483e+01	4.906858e+04	3.315137e-03	3.438505e-03	3.315137e-03	1.233783e-04
1.226714549296785e-02	7.733096e-02	1.966768e+01	1.204483e+01	4.906858e+04	3.323185e-03	3.515044e-03	3.323185e-03	1.918611e-04
1.226714551680971e-02	7.804812e-02	1.966743e+01	1.204483e+01	4.906858e+04	3.325746e-03	3.547642e-03	3.325746e-03	2.219320e-04
1.226714556449343e-02	8.017900e-02	1.966680e+01	1.204483e+01	4.906858e+04	3.331969e-03	3.644500e-03	3.331969e-03	3.126414e-04
1.226714557641435e-02	8.094929e-02	1.966662e+01	1.204483e+01	4.906858e+04	3.333782e-03	3.679513e-03	3.333782e-03	3.458107e-04
1.226714560025621e-02	8.364794e-02	1.966617e+01	1.204483e+01	4.906858e+04	3.338310e-03	3.802179e-03	3.338310e-03	4.638838e-04
1.226714564793993e-02	9.215486e-02	1.966508e+01	1.204483e+01	4.906858e+04	3.349247e-03	4.188858e-03	3.349247e-03	8.396152e-04
1.226714565986085e-02	9.607408e-02	1.966474e+01	1.204483e+01	4.906858e+04	3.352606e-03	4.367004e-03	3.352606e-03	1.014299e-03
1.226714568370271e-02	1.165170e-01	1.966388e+01	1.204483e+01	4.906858e+04	3.361247e-03	5.296227e-03	3.361247e-03	1.935366e-03
1.226714573138643e-02	1.946792e-01	1.966180e+01	1.204482e+01	4.906858e+04	3.381952e-03	8.849055e-03	3.381952e-03	5.469196e-03
1.226714574139903e-02	2.279538e-01	1.966133e+01	1.204482e+01	4.906858e+04	3.386645e-03	1.036153e-02	3.386645e-03	6.976366e-03
1.226714576142424e-02	3.616426e-01	1.966039e+01	1.204482e+01	4.906858e+04	3.396049e-03	1.643830e-02	3.396049e-03	1.304232e-02
1.226714579717306e-02	7.993073e-01	1.965882e+01	1.204480e+01	4.906858e+04	3.411766e-03	3.633215e-02	3.411766e-03	3.292037e-02
1.226714583526888e-02	1.539783e+00	1.965740e+01	1.204476e+01	4.906858e+04	3.426037e-03	6.999015e-02	3.426037e-03	6.656228e-02
1.226714586239330e-02	2.213827e+00	1.965661e+01	1.204471e+01	4.906858e+04	3.433856e-03	1.006285e-01	3.433856e-03	9.719100e-02
1.226714587934052e-02	2.644544e+00	1.965626e+01	1.204468e+01	4.906858e+04	3.437372e-03	1.202065e-01	3.437372e-03	1.167365e-01
1.226714589806417e-02	3.048289e+00	1.965600e+01	1.204463e+01	4.906858e+04	3.440039e-03	1.385586e-01	3.440039e-03	1.350544e-01
1.226714592168299e-02	3.418931e+00	1.965578e+01	1.204455e+01	4.906858e+04	3.442188e-03	1.554060e-01	3.442188e-03	1.519295e-01
1.226714594908403e-02	3.700835e+00	1.965563e+01	1.204446e+01	4.906858e+04	3.443689e-03	1.682198e-01	3.443689e-03	1.647723e-01
1.226714596230334e-02	3.784678e+00	1.965559e+01	1.204442e+01	4.906858e+04	3.444121e-03	1.720308e-01	3.444121e-03	1.685809e-01
1.226714597595567e-02	3.837057e+00	1.965556e+01	1.204437e+01	4.906858e+04	3.444390e-03	1.744117e-01	3.444390e-03	1.709627e-01
1.226714601028286e-02	3.908576e+00	1.965552e+01	1.204424e+01	4.906859e+04	3.444773e-03	1.776625e-01	3.444773e-03	1.742157e-01
1.226714606741632e-02	3.943196e+00	1.965550e+01	1.204403e+01	4.906859e+04	3.445014e-03	1.792362e-01	3.445014e-03	1.757910e-01
1.226735217679813e-02	3.684015e+00	1.962789e+01	1.131773e+01	4.906941e+04	3.721144e-03	1.674552e-01	3.721144e-03	1.637334e-01
1.226755828617995e-02	3.441127e+00	1.960212e+01	1.063988e+01	4.907023e+04	3.978762e-03	1.564148e-01	3.978762e-03	1.524348e-01
1.226776439556176e-02	3.214531e+00	1.957821e+01	1.001047e+01	4.907106e+04	4.217867e-03	1.461151e-01	4.217867e-03	1.418953e-01
1.226797050494358e-02	3.004229e+00	1.955616e+01	9.429508e+00	4.907188e+04	4.438459e-03	1.365558e-01	4.438459e-03	1.321147e-01
1.226817661432539e-02	2.810219e+00	1.953595e+01	8.896991e+00	4.907271e+04	4.640539e-03	1.277372e-01	4.640539e-03	1.230933e-01
1.226838272370721e-02	2.632502e+00	1.951759e+01	8.412919e+00	4.907353e+04	4.824106e-03	1.196592e-01	4.824106e-03	1.148308e-01
1.226858883308903e-02	2.471078e+00	1.950108e+01	7.977292e+00	4.907436e+04	4.989161e-03	1.123217e-01	4.989161e-03	1.073274e-01
1.226972403032707e-02	1.724268e+00	1.942336e+01	5.923297e+00	4.907889e+04	5.766392e-03	7.837582e-02	5.766392e-03	7.260805e-02
1.227101279323348e-02	1.144621e+00	1.936327e+01	4.328402e+00	4.908405e+04	6.367262e-03	5.202821e-02	6.367262e-03	4.566148e-02
1.227223416360168e-02	7.912621e-01	1.932703e+01	3.358780e+00	4.908894e+04	6.729726e-03	3.596646e-02	6.729726e-03	2.923636e-02
1.227349961990805e-02	5.592200e-01	1.930390e+01	2.731617e+00	4.909400e+04	6.960974e-03	2.541909e-02	6.960974e-03	1.845595e-02
1.227483978960478e-02	3.964095e-01	1.928886e+01	2.313492e+00	4.909936e+04	7.111384e-03	1.801861e-02	7.111384e-03	1.090370e-02
1.227580754099294e-02	2.384327e-01	1.928420e+01	2.110150e+00	4.910323e+04	7.158024e-03	1.083785e-02	7.158024e-03	3.679782e-03
1.227581110396374e-02	2.112027e-01	1.929190e+01	2.109836e+00	4.910325e+04	7.080988e-03	9.600121e-03	7.080988e-03	2.519110e-03
1.227581822990534e-02	1.502847e-01	1.932865e+01	2.109854e+00	4.910327e+04	6.713497e-03	6.831123e-03	6.713497e-03	1.176220e-04
1.227582540071231e-02	1.384955e-01	1.937048e+01	2.109895e+00	4.910330e+04	6.295249e-03	6.295249e-03	6.295249e-03	-2.269934e-11
1.227583448675021e-02	1.279310e-01	1.941850e+01	2.109960e+00	4.910334e+04	5.815047e-03	5.815047e-03	5.815047e-03	-2.396625e-11
1.227584330515956e-02	1.194537e-01	1.945703e+01	2.110022e+00	4.910338e+04	5.429715e-03	5.429715e-03	5.429715e-03	-2.497498e-11
1.227586094197826e-02	1.064745e-01	1.951602e+01	2.110147e+00	4.910345e+04	4.839751e-03	4.839751e-03	4.839751e-03	-2.651938e-11
1.227588672037053e-02	9.311761e-02	1.957674e+01	2.110329e+00	4.910355e+04	4.232618e-03	4.232618e-03	4.232618e-03	-2.810868e-11
1.227591602977339e-02	8.365414e-02	1.961975e+01	2.110537e+00	4.910366e+04	3.802461e-03	3.802461e-03	3.802461e-03	-2.923462e-11
1.227595083235286e-02	7.740568e-02	1.964816e+01	2.110783e+00	4.910380e+04	3.518440e-03	3.518440e-03	3.518440e-03	-2.997794e-11
1.227599160326436e-02	7.373480e-02	1.966484e+01	2.111071e+00	4.910396e+04	3.351582e-03	3.351582e-03	3.351582e-03	-3.041449e-11
1.227604359357991e-02	7.171087e-02	1.967404e+01	2.111439e+00	4.910418e+04	3.259585e-03	3.259585e-03	3.259585e-03	-3.065497e-11
1.227610947931249e-02	7.080235e-02	1.967817e+01	2.111905e+00	4.910444e+04	3.218289e-03	3.218289e-03	3.218289e-03	-3.076261e-11
1.227633402380235e-02	7.040962e-02	1.967996e+01	2.113493e+00	4.910534e+04	3.200437e-03	3.200437e-03	3.200437e-03	-3.080776e-11
1.240743126288400e-02	7.040726e-02	1.967997e+01	3.001961e+00	4.962973e+04	3.200330e-03	3.200330e-03	3.200330e-03	-2.991954e-11
1.253852850196566e-02	7.040545e-02	1.967997e+01	3.846160e+00	5.015412e+04	3.200248e-03	3.200248e-03	3.200248e-03	-2.907552e-11
1.266962574104732e-02	7.040420e-02	1.967998e+01	4.646091e+00	5.067850e+04	3.200191e-03	3.200191e-03	3.200191e-03	-2.827572e-11
1.280072298012897e-02	7.040350e-02	1.967998e+01	5.401752e+00	5.120289e+04	3.200159e-03	3.200159e-03	3.200159e-03	-2.752013e-11
1.293182021921063e-02	7.040335e-02	1.967998e+01	6.113144e+00	5.172728e+04	3.200152e-03	3.200152e-03	3.200152e-03	-2.680876e-11
1.306291745829228e-02	7.040376e-02	1.967998e+01	6.780267e+00	5.225167e+04	3.200171e-03	3.200171e-03	3.200171e-03	-2.614159e-11
1.319401469737394e-02	7.040472e-02	1.967998e+01	7.403121e+00	5.277606e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.551864e-11
1.349401469737395e-02	7.040472e-02	1.967998e+01	8.714311e+00	5.397606e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.420747e-11
1.379401469737396e-02	7.040472e-02	1.967998e+01	9.866496e+00	5.517606e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.305529e-11
1.409401469737397e-02	7.040472e-02	1.967998e+01	1.088159e+01	5.637606e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.203964e-11
1.439401469737397e-02	7.040597e-02	1.967997e+01	1.178061e+01	5.757606e+04	3.200271e-03	3.200271e-03	3.200271e-03	9.185675e-10
1.440651469737397e-02	7.040682e-02	1.967997e+01	1.181587e+01	5.762606e+04	3.200308e-03	3.200310e-03	3.200308e-03	1.920573e-09
1.443151469737397e-02	7.043040e-02	1.967986e+01	1.188505e+01	5.772606e+04	3.201351e-03	3.201382e-03	3.201351e-03	3.049711e-08
1.448151469737397e-02	7.054707e-02	1.967935e+01	1.202220e+01	5.792606e+04	3.206514e-03	3.206685e-03	3.206514e-03	1.711610e-07
1.448307719737396e-02	7.056265e-02	1.967928e+01	1.202645e+01	5.793231e+04	3.207203e-03	3.207393e-03	3.207203e-03	1.900991e-07
1.448620219737397e-02	7.062271e-02	1.967901e+01	1.203489e+01	5.794481e+04	3.209860e-03	3.210123e-03	3.209860e-03	2.629123e-07
1.448698344737397e-02	7.064698e-02	1.967891e+01	1.203700e+01	5.794793e+04	3.210934e-03	3.211226e-03	3.210934e-03	2.925428e-07
1.448854594737396e-02	7.072109e-02	1.967858e+01	1.204121e+01	5.795418e+04	3.214211e-03	3.214595e-03	3.214211e-03	3.842832e-07
1.448893657237396e-02	7.074913e-02	1.967846e+01	1.204226e+01	5.795575e+04	3.215450e-03	3.215870e-03	3.215450e-03	4.195173e-07
1.448922954112397e-02	7.078347e-02	1.967830e+01	1.204305e+01	5.795692e+04	3.216966e-03	3.217431e-03	3.216966e-03	4.642375e-07
1.448927836924897e-02	7.079106e-02	1.967827e+01	1.204319e+01	5.795711e+04	3.217301e-03	3.217775e-03	3.217301e-03	4.743436e-07
1.448937602549898e-02	7.081328e-02	1.967817e+01	1.204345e+01	5.795750e+04	3.218280e-03	3.218786e-03	3.218280e-03	5.053315e-07
1.448957133799898e-02	7.087746e-02	1.967789e+01	1.204397e+01	5.795829e+04	3.221104e-03	3.221703e-03	3.221104e-03	5.988845e-07
1.448962016612398e-02	7.091237e-02	1.967774e+01	1.204410e+01	5.795848e+04	3.222631e-03	3.223290e-03	3.222631e-03	6.588703e-07
1.448971782237399e-02	7.104772e-02	1.967715e+01	1.204437e+01	5.795887e+04	3.228517e-03	3.229442e-03	3.228517e-03	9.250099e-07
1.448974223643648e-02	7.111358e-02	1.967686e+01	1.204443e+01	5.795897e+04	3.231358e-03	3.232436e-03	3.231358e-03	1.077183e-06
1.448974833995210e-02	7.113940e-02	1.967675e+01	1.204445e+01	5.795899e+04	3.232463e-03	3.233609e-03	3.232463e-03	1.146276e-06
1.448976054698335e-02	7.120170e-02	1.967649e+01	1.204448e+01	5.795904e+04	3.235111e-03	3.236441e-03	3.235111e-03	1.329864e-06
1.448976359874117e-02	7.122114e-02	1.967641e+01	1.204449e+01	5.795905e+04	3.235932e-03	3.237324e-03	3.235932e-03	1.392738e-06
1.448976970225679e-02	7.127724e-02	1.967617e+01	1.204451e+01	5.795908e+04	3.238266e-03	3.239874e-03	3.238266e-03	1.608093e-06
1.448978190928804e-02	7.143451e-02	1.967553e+01	1.204454e+01	5.795913e+04	3.244718e-03	3.247023e-03	3.244718e-03	2.305061e-06
1.448978496104586e-02	7.150340e-02	1.967526e+01	1.204455e+01	5.795914e+04	3.247435e-03	3.250154e-03	3.247435e-03	2.719991e-06
1.448979106456148e-02	7.171895e-02	1.967443e+01	1.204456e+01	5.795916e+04	3.255661e-03	3.259952e-03	3.255661e-03	4.291784e-06
1.448979259044039e-02	7.182145e-02	1.967408e+01	1.204457e+01	5.795917e+04	3.259227e-03	3.264612e-03	3.259227e-03	5.385230e-06
1.448979564219821e-02	7.217376e-02	1.967295e+01	1.204457e+01	5.795918e+04	3.270554e-03	3.280625e-03	3.270554e-03	1.007275e-05
1.448979640513766e-02	7.232249e-02	1.967251e+01	1.204458e+01	5.795919e+04	3.274873e-03	3.287386e-03	3.274873e-03	1.251344e-05
1.448979659587252e-02	7.237732e-02	1.967237e+01	1.204458e+01	5.795919e+04	3.276323e-03	3.289878e-03	3.276323e-03	1.355679e-05
1.448979697734225e-02	7.254130e-02	1.967199e+01	1.204458e+01	5.795919e+04	3.280072e-03	3.297332e-03	3.280072e-03	1.726151e-05
1.448979774028170e-02	7.304111e-02	1.967099e+01	1.204458e+01	5.795919e+04	3.290089e-03	3.320050e-03	3.290089e-03	2.996231e-05
1.448979793101655e-02	7.332768e-02	1.967058e+01	1.204458e+01	5.795919e+04	3.294190e-03	3.333077e-03	3.294190e-03	3.888877e-05
1.448979831248629e-02	7.442554e-02	1.966935e+01	1.204458e+01	5.795919e+04	3.306541e-03	3.382979e-03	3.306541e-03	7.647899e-05
1.448979840785372e-02	7.545190e-02	1.966876e+01	1.204458e+01	5.795920e+04	3.312380e-03	3.429632e-03	3.312380e-03	1.173026e-04
1.448979859858858e-02	8.115817e-02	1.966673e+01	1.204458e+01	5.795920e+04	3.332668e-03	3.689008e-03	3.332668e-03	3.563535e-04
1.448979864627230e-02	8.514425e-02	1.966588e+01	1.204458e+01	5.795920e+04	3.341187e-03	3.870193e-03	3.341187e-03	5.290094e-04
1.448979865819322e-02	8.713450e-02	1.966560e+01	1.204458e+01	5.795920e+04	3.344024e-03	3.960659e-03	3.344024e-03	6.166341e-04
1.448979868203508e-02	9.561945e-02	1.966492e+01	1.204458e+01	5.795920e+04	3.350800e-03	4.346339e-03	3.350800e-03	9.955998e-04
1.448979872971880e-02	1.268921e-01	1.966325e+01	1.204458e+01	5.795920e+04	3.367524e-03	5.767822e-03	3.367524e-03	2.400532e-03
1.448979874163972e-02	1.435598e-01	1.966276e+01	1.204458e+01	5.795920e+04	3.372435e-03	6.525445e-03	3.372435e-03	3.153185e-03
1.448979876548158e-02	2.232515e-01	1.966166e+01	1.204457e+01	5.795920e+04	3.383369e-03	1.014780e-02	3.383369e-03	6.764466e-03
1.448979880639438e-02	5.536212e-01	1.965977e+01	1.204456e+01	5.795920e+04	3.402326e-03	2.516460e-02	3.402326e-03	2.176212e-02
1.448979885309337e-02	1.299912e+00	1.965788e+01	1.204452e+01	5.795920e+04	3.421159e-03	5.908691e-02	3.421159e-03	5.566516e-02
1.448979889748754e-02	2.315001e+00	1.965655e+01	1.204445e+01	5.795920e+04	3.434510e-03	1.052273e-01	3.434510e-03	1.017903e-01
1.448979891614419e-02	2.767667e+00	1.965617e+01	1.204441e+01	5.795920e+04	3.438315e-03	1.258030e-01	3.438315e-03	1.223616e-01
1.448979893336483e-02	3.119575e+00	1.965594e+01	1.204436e+01	5.795920e+04	3.440568e-03	1.417989e-01	3.440568e-03	1.383566e-01
1.448979895646929e-02	3.464029e+00	1.965575e+01	1.204429e+01	5.795920e+04	3.442534e-03	1.574558e-01	3.442534e-03	1.540087e-01
1.448979897804278e-02	3.681473e+00	1.965563e+01	1.204422e+01	5.795920e+04	3.443696e-03	1.673397e-01	3.443696e-03	1.638846e-01
1.448979899248211e-02	3.773996e+00	1.965558e+01	1.204417e+01	5.795920e+04	3.444168e-03	1.715453e-01	3.444168e-03	1.680921e-01
1.448979900695913e-02	3.833043e+00	1.965555e+01	1.204412e+01	5.795920e+04	3.444466e-03	1.742292e-01	3.444466e-03	1.707819e-01
1.448979904017011e-02	3.905399e+00	1.965552e+01	1.204400e+01	5.795920e+04	3.444851e-03	1.775181e-01	3.444851e-03	1.740722e-01
1.448979909673907e-02	3.942364e+00	1.965549e+01	1.204379e+01	5.795920e+04	3.445103e-03	1.791984e-01	3.445103e-03	1.757531e-01
1.448998704486864e-02	3.705174e+00	1.963012e+01	1.137654e+01	5.795995e+04	3.698795e-03	1.684170e-01	3.698795e-03	1.647177e-01
1.449017499299820e-02	3.481961e+00	1.960637e+01	1.075175e+01	5.796070e+04	3.936264e-03	1.582710e-01	3.936264e-03	1.543336e-01
1.449036294112776e-02	3.272724e+00	1.958425e+01	1.016940e+01	5.796145e+04	4.157510e-03	1.487602e-01	4.157510e-03	1.446011e-01
1.449055088925733e-02	3.077463e+00	1.956375e+01	9.629505e+00	5.796220e+04	4.362533e-03	1.398847e-01	4.362533e-03	1.355200e-01
1.449073883738689e-02	2.896179e+00	1.954487e+01	9.132059e+00	5.796296e+04	4.551333e-03	1.316445e-01	4.551333e-03	1.270903e-01
1.449092678551646e-02	2.728872e+00	1.952761e+01	8.677062e+00	5.796371e+04	4.723910e-03	1.240396e-01	4.723910e-03	1.193121e-01
1.449111473364602e-02	2.575541e+00	1.951197e+01	8.264515e+00	5.796446e+04	4.880264e-03	1.170700e-01	4.880264e-03	1.121854e-01
1.449229823425811e-02	1.770155e+00	1.942813e+01	6.049524e+00	5.796919e+04	5.718671e-03	8.046161e-02	5.718671e-03	7.474156e-02
1.449355037894280e-02	1.184916e+00	1.936744e+01	4.439230e+00	5.797420e+04	6.325653e-03	5.385984e-02	6.325653e-03	4.753445e-02
1.449480374243346e-02	8.097242e-01	1.932890e+01	3.409210e+00	5.797921e+04	6.710973e-03	3.680564e-02	6.710973e-03	3.009434e-02
1.449603052602887e-02	5.760756e-01	1.930554e+01	2.776444e+00	5.798412e+04	6.944615e-03	2.618525e-02	6.944615e-03	1.923874e-02
1.449738994097628e-02	4.062862e-01	1.928976e+01	2.338693e+00	5.798956e+04	7.102375e-03	1.846755e-02	7.102375e-03	1.136192e-02
1.449846375091537e-02	2.412548e-01	1.928363e+01	2.107107e+00	5.799386e+04	7.163716e-03	1.096612e-02	7.163716e-03	3.802275e-03
1.449846780835336e-02	2.143059e-01	1.929129e+01	2.106730e+00	5.799387e+04	7.087122e-03	9.741176e-03	7.087122e-03	2.653962e-03
1.449847592322934e-02	1.513735e-01	1.932951e+01	2.106714e+00	5.799390e+04	6.704873e-03	6.880613e-03	6.704873e-03	1.757269e-04
1.449848241785850e-02	1.393121e-01	1.936676e+01	2.106738e+00	5.799393e+04	6.332370e-03	6.332370e-03	6.332370e-03	-2.260491e-11
1.449848926118819e-02	1.310656e-01	1.940425e+01	2.106780e+00	5.799396e+04	5.957528e-03	5.957528e-03	5.957528e-03	-2.359641e-11
1.449849653792400e-02	1.235799e-01	1.943827e+01	2.106824e+00	5.799398e+04	5.617270e-03	5.617270e-03	5.617270e-03	-2.448716e-11
1.449851109139562e-02	1.117503e-01	1.949204e+01	2.106913e+00	5.799404e+04	5.079560e-03	5.079560e-03	5.079560e-03	-2.589480e-11
1.449853729992832e-02	9.630822e-02	1.956223e+01	2.107072e+00	5.799415e+04	4.377646e-03	4.377646e-03	4.377646e-03	-2.773225e-11
1.449856379627940e-02	8.627506e-02	1.960784e+01	2.107233e+00	5.799425e+04	3.921594e-03	3.921594e-03	3.921594e-03	-2.892603e-11
1.449859856175024e-02	7.881410e-02	1.964175e+01	2.107444e+00	5.799439e+04	3.582459e-03	3.582459e-03	3.582459e-03	-2.981368e-11
1.449863528372075e-02	7.468458e-02	1.966052e+01	2.107667e+00	5.799454e+04	3.394753e-03	3.394753e-03	3.394753e-03	-3.030487e-11
1.449868588507455e-02	7.213493e-02	1.967211e+01	2.107974e+00	5.799474e+04	3.278861e-03	3.278861e-03	3.278861e-03	-3.060797e-11
1.449874454851850e-02	7.099556e-02	1.967729e+01	2.108330e+00	5.799498e+04	3.227071e-03	3.227071e-03	3.227071e-03	-3.074320e-11
1.449883028642837e-02	7.053525e-02	1.967939e+01	2.108851e+00	5.799532e+04	3.206148e-03	3.206148e-03	3.206148e-03	-3.079745e-11
1.465418615839595e-02	7.047341e-02	1.967967e+01	3.012690e+00	5.861674e+04	3.203337e-03	3.203337e-03	3.203337e-03	-2.990095e-11
1.480954203036353e-02	7.042597e-02	1.967988e+01	3.870726e+00	5.923817e+04	3.201180e-03	3.201180e-03	3.201180e-03	-2.904854e-11
1.496489790233112e-02	7.039292e-02	1.968003e+01	4.682959e+00	5.985959e+04	3.199678e-03	3.199678e-03	3.199678e-03	-2.824022e-11
1.512025377429870e-02	7.037427e-02	1.968011e+01	5.449389e+00	6.048102e+04	3.198831e-03	3.198831e-03	3.198831e-03	-2.747601e-11
1.527560964626628e-02	7.037003e-02	1.968013e+01	6.170015e+00	6.110244e+04	3.198638e-03	3.198638e-03	3.198638e-03	-2.675589e-11
1.543096551823386e-02	7.038018e-02	1.968009e+01	6.844839e+00	6.172386e+04	3.199099e-03	3.199099e-03	3.199099e-03	-2.607986e-11
1.558632139020144e-02	7.040472e-02	1.967998e+01	7.473859e+00	6.234529e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.544793e-11
1.588632139020145e-02	7.040472e-02	1.967998e+01	8.601816e+00	6.354529e+04	3.200215e-03	3.200215e-03	3.200215e-03	-2.431998e-11
